"Line","Class","Passed","Failed","Totalpassed","Totalfailed","score","rank"
"304","org/apache/commons/math/util/ArithmeticUtils","1.0","0.0","14.0","1.0","0.0","868"
"2217","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"301","org/apache/commons/math/util/ArithmeticUtils","1.0","0.0","14.0","1.0","0.0","868"
"2219","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2221","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"111","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"112","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"931","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"113","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"114","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"919","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"125","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"920","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"126","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"121","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"122","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"925","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"910","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"176","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"911","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"173","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"127","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"172","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"128","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"129","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"130","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","0.0","1.0","14.0","1.0","1.0","8"
"917","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"185","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"902","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"903","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"183","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"179","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"899","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"900","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"82","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"901","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"92","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","6.0","0.0","14.0","1.0","0.0","868"
"890","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"882","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"531","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"883","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"97","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"884","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"107","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"108","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"109","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"110","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"81","org/apache/commons/math/stat/descriptive/moment/Mean","7.0","1.0","14.0","1.0","0.6666666666666666","73"
"524","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"79","org/apache/commons/math/stat/descriptive/moment/Mean","7.0","1.0","14.0","1.0","0.6666666666666666","73"
"105","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"80","org/apache/commons/math/stat/descriptive/moment/Mean","7.0","1.0","14.0","1.0","0.6666666666666666","73"
"525","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"106","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"51","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"862","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"52","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"53","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"54","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"47","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"48","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"50","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"59","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"60","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"61","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"62","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"857","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"55","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"56","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"859","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"860","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"226","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"67","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"847","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"63","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"65","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"77","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"72","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"616","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"615","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"618","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"617","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"614","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"613","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"837","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"826","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"827","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"829","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"600","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"36","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"599","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"37","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"598","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","0.0","14.0","1.0","0.0","868"
"34","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"44","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"45","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"46","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"39","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"40","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"41","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"590","org/apache/commons/math/stat/descriptive/moment/Variance","1.0","0.0","14.0","1.0","0.0","868"
"42","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","14.0","1.0","14.0","1.0","0.5","135"
"288","org/apache/commons/math/util/Precision","3.0","0.0","14.0","1.0","0.0","868"
"169","org/apache/commons/math/stat/descriptive/moment/Mean","6.0","0.0","14.0","1.0","0.0","868"
"284","org/apache/commons/math/util/Precision","3.0","0.0","14.0","1.0","0.0","868"
"167","org/apache/commons/math/stat/descriptive/moment/Mean","6.0","0.0","14.0","1.0","0.0","868"
"165","org/apache/commons/math/stat/descriptive/moment/Mean","6.0","0.0","14.0","1.0","0.0","868"
"166","org/apache/commons/math/stat/descriptive/moment/Mean","6.0","0.0","14.0","1.0","0.0","868"
"162","org/apache/commons/math/stat/descriptive/moment/Mean","6.0","0.0","14.0","1.0","0.0","868"
"159","org/apache/commons/math/stat/descriptive/moment/Mean","6.0","0.0","14.0","1.0","0.0","868"
"290","org/apache/commons/math/util/Precision","3.0","0.0","14.0","1.0","0.0","868"
"424","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"205","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"206","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"212","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"213","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"420","org/apache/commons/math/stat/descriptive/moment/Variance","1.0","0.0","14.0","1.0","0.0","868"
"207","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"416","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"418","org/apache/commons/math/stat/descriptive/moment/Variance","5.0","0.0","14.0","1.0","0.0","868"
"417","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"412","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"411","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"414","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"413","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"218","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"408","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"407","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"410","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"409","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"404","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"217","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"215","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"405","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"281","org/apache/commons/math/util/Precision","3.0","0.0","14.0","1.0","0.0","868"
"213","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"214","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"402","org/apache/commons/math/stat/descriptive/moment/Variance","6.0","0.0","14.0","1.0","0.0","868"
"278","org/apache/commons/math/util/Precision","3.0","0.0","14.0","1.0","0.0","868"
"277","org/apache/commons/math/util/Precision","3.0","0.0","14.0","1.0","0.0","868"
"209","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"210","org/apache/commons/math/stat/descriptive/moment/Mean","2.0","1.0","14.0","1.0","0.875","61"
"520","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"179","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"519","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"180","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"181","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"521","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"182","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"516","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"515","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"247","org/apache/commons/math/random/RandomDataImpl","1.0","0.0","14.0","1.0","0.0","868"
"177","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"248","org/apache/commons/math/random/RandomDataImpl","1.0","0.0","14.0","1.0","0.0","868"
"178","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"512","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"187","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
"511","org/apache/commons/math/stat/descriptive/moment/Variance","2.0","1.0","14.0","1.0","0.875","61"
"243","org/apache/commons/math/random/RandomDataImpl","1.0","0.0","14.0","1.0","0.0","868"
"188","org/apache/commons/math/stat/descriptive/UnivariateStatisticAbstractTest","1.0","0.0","14.0","1.0","0.0","868"
