"Line","Class","Passed","Failed","Totalpassed","Totalfailed","score","rank"
"1145","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"701","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"695","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"690","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"684","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"686","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"678","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"673","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"795","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1092","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"791","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1096","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"788","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1095","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1094","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1093","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1100","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"784","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"786","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1097","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"780","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"775","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"771","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"769","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1120","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1119","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"763","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1118","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1117","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1124","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1121","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1128","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"758","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1125","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1132","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"752","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"56","org/apache/commons/math3/exception/MathArithmeticException","1.0","0.0","40.0","1.0","0.0","1115"
"1131","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1130","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"754","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"58","org/apache/commons/math3/exception/MathArithmeticException","1.0","0.0","40.0","1.0","0.0","1115"
"1129","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"57","org/apache/commons/math3/exception/MathArithmeticException","1.0","0.0","40.0","1.0","0.0","1115"
"71","org/apache/commons/math3/exception/NumberIsTooSmallException","3.0","0.0","40.0","1.0","0.0","1115"
"1104","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1101","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1108","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1107","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1106","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"746","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1105","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1112","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1109","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"741","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1116","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"735","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1113","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"737","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"348","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"347","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"350","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"352","org/apache/commons/math3/TestUtils","1.0","0.0","40.0","1.0","0.0","1115"
"351","org/apache/commons/math3/TestUtils","1.0","0.0","40.0","1.0","0.0","1115"
"344","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"343","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"353","org/apache/commons/math3/TestUtils","1.0","0.0","40.0","1.0","0.0","1115"
"346","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"345","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"336","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"364","org/apache/commons/math3/TestUtils","1.0","0.0","40.0","1.0","0.0","1115"
"1263","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1262","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"334","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1261","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"328","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1266","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"330","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"324","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"323","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"326","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"325","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"322","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"321","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1311","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1310","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"312","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1315","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"314","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1314","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1313","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"308","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1320","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1317","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"304","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"303","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"306","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"300","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1296","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"299","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"302","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1294","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"301","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1293","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1300","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1299","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1297","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1304","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1303","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1302","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1301","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"288","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1307","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1306","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"411","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"407","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"410","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"409","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"403","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"406","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"405","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"399","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"402","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"401","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"395","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"398","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"397","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"391","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"394","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"393","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"388","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"387","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"389","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"380","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"378","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1256","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"372","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1255","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"374","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"368","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1259","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"367","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1258","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"370","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"369","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1232","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1230","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"366","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1229","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"365","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1236","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1235","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1233","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"356","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1240","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"358","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1237","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"352","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"475","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1407","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1406","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1412","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1411","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1410","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"473","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"467","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1415","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"1414","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"469","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1413","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"464","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1420","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"463","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"465","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1417","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"462","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1396","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"456","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1395","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"455","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"457","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"452","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1399","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"451","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1398","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"454","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"453","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"448","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1402","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
"450","org/apache/commons/math3/util/MathArraysTest","1.0","0.0","40.0","1.0","0.0","1115"
"1401","org/apache/commons/math3/util/MathArrays","1.0","0.0","40.0","1.0","0.0","1115"
